title,link,creator,pubdate,category,description,source,scrape_timestamp
Pirate Attacks on Fishermen are Underreported - And Deadly,https://maritime-executive.com/article/pirate-attacks-on-fishermen-are-underreported-and-deadly,,25/08/2025 01:32:18,,"[By Bryan Peters and Letizia Paoli] In late April 2018, about 40 nautical miles off Paramaribo, Suriname, what started as a routine day of fishing for 20 mostly Guyanese commercial fishers turned into a massacre. A group of armed Surinamese pirates attacked their four vessels. The fishers were brutally beaten. Some were chopped with machetes. Others were burned with hot oil. All were forced overboard, some with heavy car batteries and other objects tied to their legs. The perpetrators fled with the fishers’ vessels, equipment and catch. Only five survived. While three bodies were eventually recovered, twelve remain missing and are presumed dead. The attack sent a wave of fear through nearby fishing communities. Prevailing assumptions about maritime piracy are often based on dramatic tales of high-seas hijackings of large commercial vessels. Our research has uncovered a different reality – one in which piracy often strikes closer to shore and disproportionately affects small-scale fishers, like those targeted off Suriname. These communities, largely absent from mainstream security discussions, are emerging as frequent and vulnerable victims. Our inspiration to dig deeper While the economic impacts of piracy have been examined, its harms to people and coastal communities are far less studied. When we looked at Nigerian piracy we found that fishers are increasingly becoming the victims and are suffering serious consequences. Attacks on fishers made up 14% of all reported piracy incidents worldwide between 2003 and 2023, showed our preliminary analysis on the harms of piracy, as part of a project funded by Research Foundation – Flanders (Fonds Wetenschappelijk Onderzoek). While 14% may sound small, it is striking given the data was sourced from organizations that primarily track threats against commercial shipping: the International Maritime Bureau (IMB) and the US National Geospatial-Intelligence Agency (NGA). Knowing that piracy often goes unreported, we had a hunch these numbers were just the tip of the iceberg. We decided to dig deeper. However, our investigation hit two major roadblocks early on. First, there’s no consistent data tracking piracy incidents where fishers are the victims. Second, while some studies explore the link between fishing and piracy, most focus on why fishers become perpetrators, not victims. Except for a few studies in the Gulf of Guinea, Bangladesh and Southeast Asia, the experiences of fishers as victims have largely been overlooked. Exposing the underreporting of attacks against fishers To overcome these roadblocks, we combined the data from our preliminary work with incidents sourced from press reports for 2019 to 2023. Our results have recently been published in the journal Fish and Fisheries. During this period, 251 piracy incidents were identified globally in which 701 fishing vessels were targeted. Another 472 press reports identified piracy outbreaks targeting fishers without referencing specific incidents. One report noted 850 attacks on small-scale fishers off Atacames and Esmeraldas, Ecuador, between 2017 and 2021. Of the 251 cases we identified, 201 were reported only by the press, while 27 appeared solely in incident reports from the IMB and the NGA. Twenty-three incidents were documented in both sources. So piracy attacks on fishers appear to happen far more often than official reports suggest. And our numbers also likely underestimate the true scale of the problem (for example, because we only looked at English-language press reports). Far-reaching consequences for victims and their communities Our work confirms earlier case studies and shows that fishers – particularly small-scale fishers – suffer serious, direct harms from piracy. Violence was prevalent in over half of the reported incidents, impacting 1,053 fishers. Twenty-seven incidents resulted in 66 fatalities, while 114 individuals were thrown overboard in 11 additional cases and are presumed dead. Physical assaults were reported in 64 further incidents, with over half classified as severe, involving gunfire, beatings or attacks with knives and machetes. Those who survived attacks suffered property losses, which were reported in 78% of incidents. Commonly stolen items included fish, outboard engines, fishing gear, navigation and communication equipment, mobile phones and personal belongings. In 37 incidents, entire vessels were taken. For small-scale fishers, losing equipment or vessels is devastating, as these are their main sources of livelihood. Beyond the direct individual victims, piracy threatens the social and economic sustainability of communities that rely on small-scale capture fisheries and related activities like fish processing, gear manufacturing and repair, and market sales. Small-scale fisheries account for more than half of the world’s fish catch, primarily for local markets. These attacks, consequently, endanger food security, especially in Global South countries where seafood is a crucial source of nutrition. What can be done to protect fishers? The dominant narrative around piracy, focussed on harms to global shipping and other big business, prioritises commercial interests over human lives and highlights global economic disparities. Urgent action is needed to change this, as attacks on fishers persist across many regions, with the human cost rising, especially in the Global South. Improved data collection and further research are essential to develop a more comprehensive understanding of this issue. In regions where fishers are known to be targeted, governments and/or local academics could conduct in-depth case studies – as they would be better positioned to access law enforcement and other official data sources. With improved data, systematic and empirical assessments of the harms of piracy – whether at the local, regional or global level – could become more feasible. Using already available assessment tools, governments and researchers could identify, evaluate, rank and prioritise the harms associated with piracy against fishers. This would provide a robust evidence base to support policymakers in setting priorities and selecting the most appropriate interventions. Our earlier work on Nigerian piracy shows this is possible. While it may sound pessimistic, the reality is that piracy – like most crimes – is likely to persist. What we can do is target and try to reduce the most serious harms. Until the issue is better understood, interim measures to protect those most at risk are needed. Since most attacks take place in territorial and internal water, we need to acknowledge that piracy is a local problem – one that requires a local response. Authorities must establish secure and inclusive mechanisms that encourage fishers to report all events, irrespective of severity, while addressing barriers such as fear of retaliation and distrust in government institutions. Increased proactive patrols and rigorous investigations of reported incidents is essential to signal governmental commitment to addressing piracy and to reduce the culture of impunity among perpetrators. When governments are unwilling or unable to act, civil society and the private sector can play a crucial role. Informal reporting systems could be established by existing fishing cooperatives or NGOs supporting the sector. At a minimum, such systems would encourage fishers to report incidents or suspected pirate activity, even anonymously, allowing information and warnings to be shared with others in the community. This would help fishers make safer, more informed decisions about when and where to fish. Inspiration could be taken from initiatives like the Caribbean Safety and Security Net (CSSN), a non-profit representing the Caribbean yachting community. CSSN allows affected yachters to submit reports through its website and issues warnings to help other yachters plan safer routes. For small-scale fishers, the sea is already full of risks – extreme weather, uncertain catches, declining stocks, exploitation and economic pressure. Piracy and other forms of predation should not be among them. Our findings make clear that a broader, more inclusive approach to maritime security is urgently needed – one that values all lives at sea, not just those tied to global trade. Protecting fishers means acknowledging their vulnerability, listening to their experiences, and investing in solutions tailored to the realities they face. Bryan Peters is a PhD researcher at the KU Leuven Faculty of Law and Criminology in Belgium, focusing on the harms caused by maritime piracy. His research interests include blue crimes, organised crime, harm reduction, and crime prevention. Letizia Paoli is professor of criminology and chair of the Department of Criminal Law and Criminology at the KU Leuven Faculty of Law and Criminology. Since the 1990s she has published extensively on organised crime, illegal drugs, doping and the related control policies. More recently, she has also researched the harms of crime, public perceptions of crime seriousness, as well as corporate and sports-related crime. This article appears courtesy of Dialogue Earth and may be found in its original form here.",Maritime Executive,25/08/2025 15:44:11
Eastern Libya Set to Approve Turkey’s Mediterranean Gas Exploration Deal,https://maritime-executive.com/article/eastern-libya-set-to-approve-turkey-s-mediterranean-gas-exploration-deal,,25/08/2025 01:25:11,,"Turkey is poised to strengthen its exploration rights in the Mediterranean region. Reports have emerged that Libya’s eastern-based government is likely to approve a 2019 maritime pact, which allows Turkey to explore for oil and gas in Libyan waters. The agreement had only been signed by the Tripoli-based government in Western Libya, which has strong ties with Ankara. However, the eastern side in Benghazi seems to have softened its opposition to Turkey. According to Bloomberg, the Parliament in Benghazi is expected to approve the maritime pact with Turkey in coming weeks. The approval will give Turkey unfettered access to Libyan waters, where the Turkish Petroleum Corporation (TPAO) is about to begin geological and geophysical surveys. The ratification of the pact is seen as a major milestone for Turkey’s ongoing diplomatic efforts to unify Libya’s two rival governments. Early this week, the Turkish navy vessel TCG Kinaliada made a port visit in Tripoli. The vessel is also expected in Benghazi, an indication of the warming relations between Turkey and eastern Libya. The de facto leader of eastern Libya, Field Marshal Khalifa Haftar, has been at odds with the Tripoli government over control of Libya’s oil revenue. The possibility of the two sides reaching a consensus on the exploration rights offers a glimmer of hope to Libya’s stability. But the prospect of enacting the Turkey-Libya pact is likely to exacerbate ongoing maritime disputes in the Eastern Mediterranean. The agreement opens up the expansive Libyan EEZ to exploration by Turkish vessels, an area that overlaps with maritime claims of Greece and Cyprus. Both countries accuse Turkey of wanting to control the disputed waters, known for significant oil and gas reserves. The hydrocarbon blocks near the Greek island of Crete are among the most contested. In June, the Tripoli-based Libyan government objected to Greece’s tender call for hydrocarbon exploration south of Crete. The Libyan government argued that some of the areas in the region constitute its maritime zone. It remains to be seen how energy politics in the Eastern Mediterranean will pan out, especially at a time Turkey appears to be gaining influence in the region. As Turkey pushes to become a regional energy hub, the Mediterranean Sea presents significant potential in achieving the ambition. Recently, Turkey bought two drillships, which will boost its exploration capacity in the Mediterranean region.",Maritime Executive,25/08/2025 15:44:11
The US Navy Needs Frigates to Save Taiwan - But Doesn't Have Them,https://maritime-executive.com/article/the-us-navy-needs-frigates-to-save-taiwan-but-doesn-t-have-them,,25/08/2025 01:01:51,,"[By David Axe] If China ever makes good on decades of threats and invades Taiwan, it could succeed or fail in the span of a few hours—the hours it would take to sail an invasion force across the Taiwan Strait and land troops on beaches or in ports. A lot could go wrong for the Chinese. Bad weather could slow the crossing. Taiwanese missiles, mines and drones and US submarines could sink enough of the invasion fleet to disrupt the landing sequence, potentially buying time for American bombers, winging across the vast Pacific Ocean, to launch devastating barrages of anti-ship missiles. A depleted and confused landing force could be vulnerable to Taiwanese counterattack. That’s why China might choose to slowly strangle Taiwan instead of knocking it out with a single swift blow. It’s the less risky approach—and the Taiwanese and their allies aren’t ready for it. Taiwanese and US forces are arming themselves for a short, decisive battle over the Taiwan Strait. They’re not arming themselves for a drawn-out maritime blockade that might play out across millions of square miles of lonely ocean. Most alarmingly, the Americans have botched an effort to acquire a large flotilla of inexpensive frigates that would be ideal for convoy escort duty—the kind of duty that could break a Chinese blockade at acceptable cost. To understand how a blockade might play out, the Center for Strategic and International Studies in Washington has run a series of realistic war games under different assumptions, reporting results last month. In some scenarios, Chinese forces interdict ships sailing toward Taiwan but don’t sink them—skirting the threshold of violence that might compel Taiwan’s allies, particularly the United States and Japan, to intervene. In those scenarios, Chinese sailors seize more than 400 Taiwan-bound merchant ships—and Taiwan begins running out of food in two weeks and natural gas in 10 weeks. On the brink of collapse, ‘Taiwan would have to either make concessions to China sufficient to get China to cease its boarding campaign, escalate by using military force against Chinese forces in the exclusion zone or get the United States to intervene on its behalf,’ CSIS reported. A US intervention risks drawing in Japan, too—and, as Chinese, Taiwanese, American and Japanese warships and warplanes tangle over the Pacific shipping lanes, violence is sure to break out. What follows, in several of CSIS’s scenarios, is a convoy war not dissimilar to the Battle of the Atlantic in World War II. US warships and patrol aircraft shepherd merchant ships across the Pacific to Japan, where Japanese ships and planes join the effort, fighting through Chinese missile and torpedo attacks to offload the merchantmen in Taiwanese ports. After the initial shock, Taiwanese food and energy imports quickly return to pre-war levels—assuming, of course, Taiwan has hardened its energy grid before the blockade, stored excess oil, coal and natural gas and stocked spare parts. But the campaign is extremely costly—especially for the US Navy, which bears the brunt of the effort in most of CSIS’s simulations. According to the think tank, a convoy war falling just short of a full-scale regional war could cost the Americans 34 warships, including two aircraft carriers, as well as hundreds of aircraft. Nearly 19,000 Americans die. The sinkings amount to more than 10 percent of the overall US fleet, losses that would take decades to make good at current shipbuilding rates. Anticipating exactly this scenario, in 2014 the US Navy launched a new program meant to build a lot of missile-armed frigates, cheaply and fast. In addition to battling enemy fleets on the high seas, the frigates would need to be capable of ‘independent operations,’ according to the US Navy’s 2017 industry solicitation. That’s naval speak for convoy escort duty. The Constellation-class frigates wouldn’t exactly be expendable. But with a target price of $1 billion each and a displacement of just 7,000 tonnes, they would be much cheaper and easier to build than Arleigh Burke-class destroyers of nearly $3 billion and 10,000 tonnes. As recently as last year, the Constellation class was planned to peak at 58 ships, making it the second-most-numerous ship type in US service, after the Burkes. If the US Navy fought a convoy war with a large flotilla of affordable Constellations, and if CSIS’s war games are predictive, the service would still lose a lot of ships. But the loss would sting much less—meaning the fleet could fight through its casualties, onward to eventual victory as more and more merchant ships arrived in Taiwanese ports. But the Constellation program is in trouble. The design was supposed to be simple, inexpensive and easy to build at scale. Instead, it’s become complex, expensive and impossible to build at scale. The type’s displacement has swelled by more than 700 tons as the navy has heaped boutique features onto a licensed Italian hull design. The frigate’s cost has risen by $300 million per ship, owing in part to a desperate labor shortage at American shipyards. After 11 years of work, the US Navy has paid for six of the ships—but doesn’t expect to deploy the first in class until 2029. That’s years later than the original plan. It’s not for no reason that, in their budget proposal for 2026, fleet planners asked for zero additional Constellations. That’s a good sign the frigate program is drifting towards cancellation. There’s nothing in the works to replace it—and the US Navy is almost certain to sail into a possible convoy war without the cheap, easy-to-replace ships that were supposed to make the convoy war affordable for America. ‘Conducting convoys is a basic naval task, but the US Navy is out of practice because convoys have not been a priority mission since the end of the Cold War,’ CSIS warned. ‘Deprioritizing was appropriate for the immediate post–Cold War era, when prospective adversaries had weak naval fleets. It is not appropriate for the current great power era.’ But the US Navy is building ships like there isn’t a possible convoy war on the horizon. This must change. America needs frigates the way Taiwan needs free and navigable seas. David Axe is a journalist and filmmaker in South Carolina, United States. This article appears courtesy of The Strategist and may be found in its original form here.",Maritime Executive,25/08/2025 15:44:11
Ghana Adopts a New Fisheries Law to Curb IUU Fishing,https://maritime-executive.com/article/ghana-adopts-a-new-fisheries-law-to-curb-iuu-fishing,,24/08/2025 22:59:38,,"In the past decade, the scourge of IUU (illegal, unregulated and unreported) fishing in West Africa has grown into a billion-dollar trade, leaving local livelihoods in peril. Poor fisheries governance has seen industrial trawlers encroach in areas designated for artisanal fishermen, which has become a major threat for small pelagic fish. In Ghana for instance, IUU fishing has been estimated to cost the country between $14.4 million and $23.7 million annually. In 2021, the European Union issued a yellow card to Ghana, a warning that the country could lose access to the lucrative European seafood market unless IUU fishing is tackled. It is in this context that Ghana last week adopted a new fisheries and aquaculture law. The legislation was passed by the parliament in July and was signed into law by President John Dramani Mahama on August 19. Ghana’s Ministry of Fisheries and Aquaculture said that the landmark law is part of a wider government effort to avoid sanctions in key global seafood markets. “The law is crucial in maintaining Ghana’s access to global markets, where seafood has become one of the country’s fastest-growing non-traditional exports,” noted the Ministry. Recent data from the Ministry indicate that Ghana’s seafood exports have reached more than $425 million annually. The campaign group Environmental Justice Foundation (EJF), which has been tracking IUU fishing in Ghana, also lauded the law as a bold step of leadership in the region. The Act safeguards livelihoods of over 200,000 small-scale fishers and millions of Ghanaians who depend on artisanal fisheries. A notable reform by the new law is the expansion of the inshore exclusion zone (IEZ), doubling in size from 6 to 12 nautical miles off the coast. The IEZ allows local fishermen space to fish without competition from industrial trawlers. In the past few years, traditional fishers have faced immense competition from Chinese-backed trawlers, especially with the rise of ‘saiko trade’ in Ghana’s fishing industry. Saiko trade was formerly a traditional barter trade system where bycatch was exchanged for farm produce. The trade later transformed, and now involves industrial trawlers transferring frozen stocks of bycatch to small canoe operators for onward sale. The practice is fueling depletion of small pelagics such sardinella, traditionally caught by artisanal fishermen and a staple food for local communities. In the past 15 years, average annual income per artisanal canoe has dropped by as much as 40 percent, according to data by EJF. In addition, over 90 percent of small-scale fishers have reported declining catches. Early this year, Ghana attempted to rein in the industrial trawlers, a move that saw the government suspend fishing licenses of four Chinese vessels. The vessels were accused of unauthorized transshipment at sea (saiko trading) among other violations. The four vessels include Meng Xin 10, Florence 2, Long Xiang 607 and Long Xiang 608. The fishing ban will last for one year.",Maritime Executive,25/08/2025 15:44:11
Towards a New Data Sharing Regime: Structuring Supply Chain Data,https://maritime-executive.com/article/towards-a-new-data-sharing-regime-structuring-supply-chain-data,,24/08/2025 22:45:01,,"[By Mikael Lind, Wolfgang Lehmacher, Sandra Haraldson, Ernst Hoestra, Boris Kriuk, Richard van der Meulen, and Mark Scheerlinck] Introduction: When Traditional Approaches Fall Short Transport and logistics have always hinged on seamless coordination. Moving goods from point A to point B involves a complex web of actors, including shippers, freight forwarders, carriers, terminal operators, port authorities, customs officials, warehouse operators, and first-mile and last-mile delivery providers. Cargo is typically handed over in nodes from one controlling party to another. It is in these nodes that changes can be applied to the trajectory of the cargo. This requires collaboration. Traditionally, each participant has managed their role in isolation, sharing information only when necessary, primarily through bilateral channels. This model has sustained the industry for decades, yet it increasingly reveals its limitations. In today’s volatile and interconnected world, where disruptions have shifted from exceptions to expectations, fragmented and linear information flows create blind spots, delays, inefficiencies, and fragility. The solution transcends mere technological upgrades; it demands a fundamental reimagining of how we organize and interpret vast, disparate streams of supply chain data. Rather than scattered exchanges, what’s needed is a collaborative data-sharing regime that imposes order upon chaos, delivering shared visibility and situational awareness across the entire ecosystem. Such a framework empowers actors not just to be informed, but to act decisively, converting raw data into strategic insight. The result: enhanced coordination, resilience, and performance. This is an ambition that the Virtual Watch Tower (VWT), a multi-stakeholder community co-creating a digital, federated architecture and solution as a public good, pursues in its approach to data sharing for better disruption and carbon footprint management. The Inherent Limits of Traditional Data Sharing In the traditional landscape, data exchanges are direct and narrowly focused, typically confined to transactions between two actors. A shipper updates a carrier. A carrier informs a forwarder. A terminal operator alerts a trucking company. Each communication serves immediate operational needs, with a transactional brevity that sacrifices holistic understanding. This approach bears three critical shortcomings: The consequence is a fragmented patchwork of data streams, leaving stakeholders “starving for data but lacking insight.” Embracing a Collaborative Data Sharing Regime A transformative alternative lies in a Collaborative Decision-Making (CDM) approach. Instead of Actor #1 transmitting updates separately to Actors #2 and #3, data enters a shared, trusted pool accessible to all authorized participants (Figure 1). This shift from bilateral exchanges to an ecosystem-wide platform enables real-time shared visibility. Figure 1: Fundamentals on Data Sharing: From bilateral to ecosystem-based data exchanges This methodological leap unlocks profound benefits: In essence, collaboration brings clarity and meaning to the raw data flowing through supply chains. A Four-Layer Framework to Bring Order and Insight At the core of this new regime is a systematic model (Figure 2) that organizes fragmented information into three interlocking layers, which are wrapped within a fourth evolutionary layer that enables secure and trusted ecosystem-wide data sharing. Each layer enriches data with context and purpose, turning raw signals into orchestrated decisions. This framework relies on establishing common semantics at each layer, ensuring that data shared between planning, progress, and analysis is coherent and interpretable by every actor. Only with agreed-upon definitions and structures can insights be generated and acted upon reliably across the supply chain. Figure 2: Layered data sharing framework 1. Transport Planning Layer – Sharing Intentions The planning layer looks forward. It captures actors’ intentions, the planned container movements, vessel unloading, and truck dispatches, offering a dynamic view of expected operations. Shared plans enable proactive coordination: for example, a delay of a ship leads to a new plan and prompts terminal berth reallocation and trucking schedule adjustments. The value of the shared plans also depends on standardized representations of intentions and schedules. 2. Transport Progress Layer – Documenting What Has Happened This layer logs real-time data, including timestamps of events such as “container loaded,” “vessel departed,” or “truck arrived at gate.” Leveraging Internet-of-Things (IoT) sensors and system signals, it constructs a reliable, shared timeline, replacing isolated updates with a common factual record. Documenting events requires agreed-upon event codes and timestamp formats. 3. Transport Analysis Layer – Illuminating Insights Here, analytics and artificial intelligence (AI) synthesize data from planning and progress layers to simulate deviations, estimate delays, forecast arrivals, and even compute emissions. This layer distils streams of raw data into actionable insights, offering foresight, risk awareness, and performance metrics that anchor decision-making. Helpful analytical insights arise from consistently formatted and meaningful raw data. 4. Transport Data Sharing Ecosystem Layer – Wrapping and Enabling Across Layers Surrounding and enabling these three layers is the data sharing ecosystem itself. This outer layer ensures that data flows securely, transparently, and with trust throughout the entire network. It enforces access controls and sovereignty policies, allowing each participant to determine who sees what, while supporting seamless interoperability and fairness. A trusted sharing environment must enforce semantic consistency as a basis for interoperability. This ecosystem is not merely a container but a living framework that facilitates collaboration across planning, progress, and analysis, amplifying the value created within each layer and fostering resilient, coordinated supply chain networks. Due to this systemic approach, the integrity of data management also enables a fully controlled Return Cycle, which, based on current Producer Responsibility rules, should be considered a major additional benefit. How the Layers Synchronize: From Fragmentation to Elegance Imagine a container moving from a factory in Asia to a warehouse in Europe: Throughout this cycle, the data sharing ecosystem secures and governs the data flow to the port, trucking company, and other parties downstream , ensuring that access and usage rights are respected while enabling authorized actors to consume and engage with the same accurate and timely information. This orchestration transforms once fragmented, reactive data into a continuous, coherent, and actionable stream. Trust Reinforced by Data Sovereignty Fear of losing control has long stifled data sharing. This regime addresses such concerns head-on: sovereignty is preserved. Each actor defines what to share, with whom, and under which conditions, supported by distributed platforms such as federated systems and blockchain. No single entity dominates; instead, information is structured and shared across the ecosystem with embedded permissions. Trust flourishes when fairness and transparency underpin data governance. Why Action Is More Urgent Than Ever Today’s supply chains generate unprecedented data volumes. Every scan, movement, and transaction emits digital signals. Yet without structure, this mass merely manifests as noise. Simultaneously, global volatility, from pandemics to geopolitical tensions and climate events, demands swift, coordinated reactions. The solution IS NOT more data, but smarter, better-organized data. The four-layer framework provides a roadmap, turning disjointed signals into shared understanding and transforming data chaos into resilient coordination. Aligning Incentives for Sustainable Data Sharing Incentives must align across participants for this model to succeed. The logical starting point is the shipper, whose inputs, like shipment itineraries and booking details, anchor the shared structure. Operators, terminals, and carriers then contribute data as part of service fulfilment. This reciprocity creates mutual value: clarity generated by others enhances each actor’s operations. Over time, structured data-sharing will evolve from a competitive advantage to an industry imperative. Conclusion: From Data Fragmentation to Meaningful Coordination The logistics sector has historically amassed an abundance of data but suffered from a paucity of shared understanding. Traditional fragmented approaches yield isolated signals that obscure the bigger picture. What is required goes beyond technology: a fundamentally new way to structure, interpret, and act on existing data. The collaborative four-layer model achieves this by: Together, these layers weave disconnected updates into a shared narrative, trusted and actionable by all participants. A vital first step is cultivating shared situational awareness. Structured data enables actors to perceive the broader ecosystem and receive early alerts about emerging disruptions, such as delays, capacity shortages, or congestion, empowering proactive responses. However, structure alone is insufficient. The value emerges when visibility translates into action: rebooking when capacity tightens, alternative routing amid congestion, and emissions calculators to align disruption management with sustainability goals. These services transform awareness into resilience. The message is unequivocal: collaboration is not optional; it is essential—a vision lived by VWT. Only through collective order, insight, and trust can supply chains transcend fragmented data to achieve meaningful coordination, moving from reactive firefighting toward proactive, resilient logistics. By moving data towards a public good, VWT translates data-sharing into a solution that benefits all. About the authors Mikael Lind is the world’s first (adjunct) Professor of Maritime Informatics engaged at Chalmers and Research Institutes of Sweden (RISE). He is a well-known expert frequently published in international trade press, is co-editor of the first two books on Maritime Informatics and is co-editor of the book Maritime Decarbonization. Wolfgang Lehmacher is a global supply chain logistics expert, partner at Anchor Group. The former director at the World Economic Forum, and CEO Emeritus of GeoPost Intercontinental, is an advisory board member of The Logistics and Supply Chain Management Society, ambassador F&L, and advisor Global:SF and RISE. He contributes to the knowledge base of Maritime Informatics and co-editor of the book Maritime Decarbonization. Sandra Haraldson is Senior Researcher at Research Institutes of Sweden (RISE) and has driven several initiatives on digital collaboration, multi-business innovation, and sustainable transport hubs, such as the concept of Collaborative Decision Making (e.g. PortCDM, RailwayCDM, RRTCDM) enabling parties in transport ecosystems to become coordinated and synchronised by digital data sharing. Ernst Hoestra is the CEO of Erasmus Enterprise, has 25 years of senior leadership experience at companies including TNT, Pitney Bowes, and Cycleon (now ReBound Logistics), where his team introduced game changing technology to facilitate global returns management processes. He is also an investor, advisor, board member, and lecturer in innovation, strategy, and entrepreneurship. Boris Kriuk is Chief of AI at Strevio Limited, head of R&D at Sparcus Technologies Research Group, as an active member of Computer Vision Foundation, Association of Computing Machinery, honoured associate member at London Journal Press and Speaker at Computer Graphics Society, he has years of experience in AI for Logistics and Supply Chain research and innovation. Richard van der Meulen is a global supply chain thought leader with 20+ years in international trade and logistics. As Vice President at Infor Nexus, he advances AI-powered cloud solutions and industry-wide collaboration. A frequent keynote speaker and strategist, he champions data sharing to enable resilient, digitally connected supply chains. Mark Scheerlinck is co-founder of Chasqee BV, a young IT company creating innovative solutions for supply chain visibility and orchestration. As 4th generation in the port of Antwerp, with extensive experience in managing, creating and M&A of maritime supply chain companies, the practical experience is combined with vision and IT. A broad network in supply chain and ample experience as a speaker in EU context complement the drive to innovate.",Maritime Executive,25/08/2025 15:44:11
Shipping first: Listed shipowner adds AI engine as ‘non-voting board observer’,https://www.tradewindsnews.com/tankers/shipping-first-listed-shipowner-adds-ai-engine-as-non-voting-board-observer-/2-1-1861945,,25/08/2025 15:19:00,Tankers,,TradeWinds,25/08/2025 15:44:11
Tanker sale and purchase activity set to snap three-year downward trend,https://www.tradewindsnews.com/tankers/tanker-sale-and-purchase-activity-set-to-snap-three-year-downward-trend/2-1-1861895,,25/08/2025 14:49:00,Tankers,,TradeWinds,25/08/2025 15:44:11
LNG Croatia FSRU heads offline to Turkey for upgrade and survey,https://www.tradewindsnews.com/gas/lng-croatia-fsru-heads-offline-to-turkey-for-upgrade-and-survey/2-1-1861916,,25/08/2025 14:47:00,Gas,,TradeWinds,25/08/2025 15:44:11
Analysts like what they see at BW LPG with ‘spot rate bonanza’ on the horizon,https://www.tradewindsnews.com/gas/analysts-like-what-they-see-at-bw-lpg-with-spot-rate-bonanza-on-the-horizon/2-1-1861372,,25/08/2025 14:20:00,Gas,,TradeWinds,25/08/2025 15:44:11
Northern Lights injects first CO2 for storage below North Sea seabed in 'exciting milestone',https://www.tradewindsnews.com/gas/northern-lights-injects-first-co2-for-storage-below-north-sea-seabed-in-exciting-milestone/2-1-1861747,,25/08/2025 14:11:00,Gas,,TradeWinds,25/08/2025 15:44:11
Shipowner and shipbuilder Marco Polo targets a Taiwan listing to expand wind vessel fleet,https://www.tradewindsnews.com/finance/shipowner-and-shipbuilder-marco-polo-targets-a-taiwan-listing-to-expand-wind-vessel-fleet/2-1-1861891,,25/08/2025 14:07:00,Finance,,TradeWinds,25/08/2025 15:44:11
Fewer VLCCs available in the Middle East as busier market pushes rates up 25%,https://www.tradewindsnews.com/tankers/fewer-vlccs-available-in-the-middle-east-as-busier-market-pushes-rates-up-25-/2-1-1861797,,25/08/2025 13:50:00,Tankers,,TradeWinds,25/08/2025 15:44:11
Fledgling Greek owner Venergy expands tanker bet by declaring newbuilding options,https://www.tradewindsnews.com/tankers/fledgling-greek-owner-venergy-expands-tanker-bet-by-declaring-newbuilding-options/2-1-1861863,,25/08/2025 13:36:00,Tankers,,TradeWinds,25/08/2025 15:44:11
LNG shipowning newcomer Kratos Gas Transport fixes out first ship,https://www.tradewindsnews.com/gas/lng-shipowning-newcomer-kratos-gas-transport-fixes-out-first-ship/2-1-1861835,,25/08/2025 13:22:00,Gas,,TradeWinds,25/08/2025 15:44:11
Chinese group invests $1bn to boost tanker shipments from Venezuelan oilfields,https://www.tradewindsnews.com/tankers/chinese-group-invests-1bn-to-boost-tanker-shipments-from-venezuelan-oilfields/2-1-1861856,,25/08/2025 12:46:00,Tankers,,TradeWinds,25/08/2025 15:44:11
Norway’s Blystad appoints finance veteran as new top boss,https://www.tradewindsnews.com/tankers/norway-s-blystad-appoints-finance-veteran-as-new-top-boss/2-1-1861804,,25/08/2025 12:26:00,Tankers,,TradeWinds,25/08/2025 15:44:11
"Taylor Maritime boss Ed Buttery banks $388,000 in shares as options vest",https://www.tradewindsnews.com/bulkers/taylor-maritime-boss-ed-buttery-banks-388-000-in-shares-as-options-vest/2-1-1861770,,25/08/2025 11:48:00,Bulkers,,TradeWinds,25/08/2025 15:44:11
Frontline suezmax ends up in Anil Sharma’s hands,https://www.tradewindsnews.com/tankers/frontline-suezmax-ends-up-in-anil-sharma-s-hands/2-1-1861756,,25/08/2025 11:45:00,Tankers,,TradeWinds,25/08/2025 15:44:11
Malaysian owner MISC mulls lay-ups as LNG carrier market remains soft,https://www.tradewindsnews.com/gas/malaysian-owner-misc-mulls-lay-ups-as-lng-carrier-market-remains-soft/2-1-1861741,,25/08/2025 11:14:00,Gas,,TradeWinds,25/08/2025 15:44:11
Rocket-launcher-laden skiffs stalk bulker in southern Red Sea,https://www.tradewindsnews.com/bulkers/rocket-launcher-laden-skiffs-stalk-bulker-in-southern-red-sea/2-1-1861722,,25/08/2025 10:55:00,Bulkers,,TradeWinds,25/08/2025 15:44:11
"Boxship charter rates to come off as big orderbook becomes a factor, analysts say",https://www.tradewindsnews.com/containers/boxship-charter-rates-to-come-off-as-big-orderbook-becomes-a-factor-analysts-say/2-1-1861746,,25/08/2025 10:53:00,Containers,,TradeWinds,25/08/2025 15:44:11
First photos of blaze-hit Maersk container ship emerge with fire still burning,https://www.tradewindsnews.com/casualties/first-photos-of-blaze-hit-maersk-container-ship-emerge-with-fire-still-burning/2-1-1861720,,25/08/2025 10:07:00,Casualties,,TradeWinds,25/08/2025 15:44:11
‘Drunk’ MSC boxship captain arrested by US Coast Guard,https://www.tradewindsnews.com/containers/-drunk-msc-boxship-captain-arrested-by-us-coast-guard/2-1-1861716,,25/08/2025 09:34:00,Containers,,TradeWinds,25/08/2025 15:44:11
